farmer_id,state,crop,season,land_size_acres,experience_years,irrigation_type,yield_quintal_per_acre,market_price_per_quintal,estimated_revenue_inr
F00079,Madhya Pradesh,blackgram,Rabi,4.29,7,Sprinkler,23.45,2276.61,229028.1
F02248,Tamil Nadu,rice,Kharif,1.28,3,Rain-fed,23.35,1872.81,55974.55
F04754,Punjab,papaya,Zaid,8.31,13,Borewell,16.44,1886.02,257661.26
F03980,Andhra Pradesh,cotton,Rabi,2.12,13,Rain-fed,9.34,1893.59,37494.6
F03163,Rajasthan,kidneybeans,Zaid,10.12,12,Rain-fed,17.61,1637.97,291907.88
F03160,West Bengal,mothbeans,Zaid,4.43,19,Drip,7.21,2461.98,78636.38
F02280,West Bengal,coconut,Zaid,10.03,10,Drip,22.72,2367.39,539484.62
F02819,Bihar,mungbean,Kharif,2.5,11,Borewell,8.8,3508.42,77185.24
F04330,Haryana,coffee,Kharif,3.49,10,Drip,13.88,1817.82,88057.38
F04212,West Bengal,mango,Kharif,5.26,17,Canal,15.9,2153.15,180076.55
F03906,Andhra Pradesh,pomegranate,Rabi,3.21,5,Drip,21.17,1471.53,99998.85
F02177,Andhra Pradesh,maize,Kharif,2.16,9,Borewell,17.11,2770.81,102402.49
F00425,Karnataka,chickpea,Rabi,0.96,20,Sprinkler,15.68,2068.66,31139.13
F00393,West Bengal,coffee,Rabi,2.22,4,Rain-fed,23.04,2408.8,123207.23
F04918,West Bengal,grapes,Kharif,0.86,23,Sprinkler,25.74,1760.61,38973.57
F03719,Punjab,watermelon,Rabi,1.04,11,Sprinkler,13.33,2341.71,32463.59
F00105,Gujarat,papaya,Rabi,2.86,6,Sprinkler,16.79,1912.73,91848.15
F02673,Uttar Pradesh,mungbean,Rabi,5.27,2,Rain-fed,11.02,1885.84,109520.91
F04318,Punjab,pigeonpeas,Kharif,8.17,22,Canal,22.22,2168.73,393705.61
F05010,West Bengal,lentil,Rabi,1.67,30,Borewell,30.34,2330.67,118089.92
F03415,Gujarat,grapes,Kharif,0.46,10,Canal,14.61,1926.48,12947.1
F03051,Punjab,pomegranate,Rabi,1.49,12,Sprinkler,10.06,836.95,12545.38
F01949,Uttar Pradesh,muskmelon,Kharif,2.21,8,Borewell,8.37,2954.1,54644.06
F01460,Tamil Nadu,chickpea,Kharif,1.87,20,Canal,16.16,2295.45,69366.66
F03546,Madhya Pradesh,coconut,Rabi,0.84,20,Rain-fed,18.98,2806.71,44747.94
F03045,Punjab,banana,Zaid,2.0,0,Rain-fed,11.81,3070.61,72527.81
F02938,Maharashtra,pigeonpeas,Rabi,0.32,9,Rain-fed,13.3,2356.77,10030.41
F04985,Gujarat,mungbean,Rabi,3.48,11,Borewell,11.83,3349.36,137887.79
F01588,Uttar Pradesh,papaya,Rabi,2.95,14,Sprinkler,19.68,1079.4,62665.65
F03983,Maharashtra,pomegranate,Kharif,0.25,21,Sprinkler,17.84,3156.92,14079.86
F01732,Tamil Nadu,coffee,Zaid,2.97,15,Canal,25.67,2347.9,179003.66
F04959,Uttar Pradesh,maize,Rabi,4.2,10,Borewell,17.25,2267.18,164257.19
F04040,Madhya Pradesh,rice,Kharif,1.4,0,Drip,19.95,2764.07,77200.48
F04006,Rajasthan,grapes,Kharif,1.91,20,Rain-fed,22.56,2762.08,119016.92
F01792,Uttar Pradesh,orange,Zaid,2.55,3,Canal,14.66,2321.22,86774.17
F02356,Andhra Pradesh,chickpea,Kharif,1.01,13,Drip,11.96,3172.4,38321.32
F01941,Rajasthan,orange,Zaid,0.51,25,Rain-fed,11.11,3050.75,17285.85
F00703,Punjab,rice,Zaid,5.37,17,Borewell,19.0,2893.23,295196.26
F02443,Tamil Nadu,blackgram,Kharif,3.4,17,Borewell,11.29,2177.96,83603.17
F03152,Karnataka,banana,Zaid,3.62,27,Canal,11.28,2496.66,101947.62
F00497,Gujarat,mungbean,Zaid,5.04,30,Borewell,15.4,2125.78,164994.54
F00465,Tamil Nadu,mango,Rabi,1.02,10,Borewell,17.85,2748.92,50049.59
F02917,Madhya Pradesh,jute,Rabi,3.65,6,Borewell,19.92,2771.98,201545.12
F04509,Tamil Nadu,grapes,Rabi,4.28,10,Drip,16.01,2258.9,154786.15
F00173,Rajasthan,rice,Zaid,2.53,19,Borewell,24.14,3002.89,183399.1
F03605,Karnataka,grapes,Kharif,6.45,0,Rain-fed,21.03,2638.49,357894.02
F04992,Madhya Pradesh,mothbeans,Zaid,1.9,19,Canal,27.86,2189.28,115887.35
F02541,Punjab,rice,Kharif,1.68,9,Canal,33.34,2340.54,131096.45
F03551,Maharashtra,chickpea,Kharif,3.3,28,Drip,13.9,3375.59,154838.31
F03205,Gujarat,mothbeans,Kharif,4.32,3,Rain-fed,19.14,3551.54,293658.37
F02261,Punjab,chickpea,Rabi,1.83,26,Drip,28.61,2593.66,135794.44
F02113,Andhra Pradesh,grapes,Kharif,1.22,16,Sprinkler,8.45,3199.62,32984.88
F00901,West Bengal,cotton,Kharif,1.3,18,Drip,16.61,1983.11,42821.29
F01447,Andhra Pradesh,muskmelon,Rabi,2.33,17,Borewell,4.45,1973.69,20464.2
F03890,Punjab,pigeonpeas,Zaid,1.33,14,Rain-fed,13.61,2340.29,42362.29
F02698,Madhya Pradesh,coffee,Kharif,7.21,14,Canal,11.22,1911.22,154610.44
F03077,Gujarat,coconut,Zaid,2.92,10,Canal,20.07,2249.88,131852.87
F00742,West Bengal,muskmelon,Kharif,4.0,24,Borewell,26.95,2465.87,265820.79
F02294,Bihar,chickpea,Kharif,2.62,21,Borewell,24.33,2561.89,163306.65
F02453,Rajasthan,blackgram,Zaid,2.52,21,Canal,12.92,1967.66,64063.86
F02846,Karnataka,rice,Kharif,3.9,0,Borewell,16.6,2146.42,138959.23
F04255,Andhra Pradesh,banana,Kharif,3.56,29,Borewell,18.51,2391.38,157581.42
F01207,Tamil Nadu,coffee,Kharif,3.55,0,Canal,16.77,2166.43,128975.16
F00510,Maharashtra,jute,Rabi,1.07,14,Rain-fed,13.62,1638.62,23880.26
F04429,Rajasthan,maize,Rabi,4.47,23,Sprinkler,20.31,2889.58,262332.54
F02844,Andhra Pradesh,mungbean,Kharif,4.8,19,Borewell,23.11,2424.14,268905.0
F03044,Rajasthan,maize,Zaid,2.45,14,Borewell,19.8,2404.61,116647.63
F03606,Punjab,banana,Kharif,5.28,10,Drip,20.52,1941.05,210304.23
F01550,Gujarat,papaya,Kharif,1.61,0,Drip,18.36,2015.2,59568.51
F03556,Maharashtra,kidneybeans,Rabi,2.7,5,Borewell,16.55,3081.66,137703.98
F02203,Madhya Pradesh,coffee,Zaid,0.61,12,Sprinkler,12.42,1810.36,13715.65
F02567,Tamil Nadu,pigeonpeas,Rabi,4.92,33,Rain-fed,15.1,3261.73,242320.45
F02908,Karnataka,mango,Zaid,0.25,9,Drip,14.31,2209.14,7903.2
F02045,Gujarat,coconut,Rabi,1.03,17,Drip,16.92,2586.04,45068.47
F00768,Rajasthan,banana,Kharif,0.73,2,Canal,2.0,2886.63,4214.48
F05070,Haryana,grapes,Zaid,3.87,8,Borewell,15.63,1365.08,82571.1
F04069,Bihar,coffee,Zaid,4.49,0,Sprinkler,15.88,3074.42,219209.84
F00422,Bihar,blackgram,Rabi,3.66,17,Canal,11.85,2161.92,93764.63
F00124,Rajasthan,banana,Rabi,0.36,0,Borewell,12.63,3475.96,15804.49
F04333,Andhra Pradesh,jute,Kharif,4.05,4,Canal,21.97,1409.33,125400.07
F02852,Gujarat,mothbeans,Rabi,3.46,13,Rain-fed,15.53,1907.15,102478.42
F00820,Madhya Pradesh,jute,Zaid,0.86,6,Borewell,18.47,1887.27,29977.77
F01404,Uttar Pradesh,blackgram,Kharif,1.84,12,Drip,21.11,3040.48,118099.54
F01383,Uttar Pradesh,mothbeans,Zaid,3.41,15,Canal,20.04,2159.39,147564.94
F02149,Andhra Pradesh,mothbeans,Zaid,4.0,15,Sprinkler,15.09,1670.71,100844.06
F04391,Bihar,watermelon,Rabi,2.82,5,Borewell,15.38,2926.56,126929.59
F01576,Gujarat,orange,Rabi,0.25,16,Drip,16.55,1847.58,7644.36
F01639,Punjab,grapes,Kharif,2.62,2,Canal,18.47,2694.77,130403.69
F01796,Tamil Nadu,lentil,Rabi,3.56,18,Rain-fed,20.34,2364.67,171226.7
F05011,Haryana,cotton,Zaid,1.42,8,Rain-fed,5.57,1642.89,12994.27
F04636,Rajasthan,mango,Zaid,4.22,14,Rain-fed,20.34,500.0,42917.4
F00400,Madhya Pradesh,grapes,Rabi,3.23,14,Rain-fed,25.97,2331.45,195569.25
F02311,Karnataka,mothbeans,Rabi,1.57,11,Drip,5.95,1659.28,15500.16
F00883,Madhya Pradesh,apple,Zaid,5.33,0,Rain-fed,27.29,2035.05,296009.62
F05172,Punjab,pigeonpeas,Kharif,0.92,20,Sprinkler,10.63,3072.14,30044.3
F04744,Rajasthan,coconut,Rabi,2.79,17,Rain-fed,8.69,1895.8,45963.86
F01353,Tamil Nadu,muskmelon,Rabi,12.61,10,Borewell,29.88,2945.88,1109968.7
F03426,Bihar,pomegranate,Rabi,2.28,26,Canal,30.06,1442.26,98847.89
F04734,Maharashtra,jute,Zaid,0.38,16,Drip,21.5,1878.78,15349.63
F02131,Madhya Pradesh,chickpea,Rabi,1.57,19,Sprinkler,30.83,1282.34,62069.23
F00983,West Bengal,coffee,Kharif,0.87,24,Rain-fed,19.97,2528.53,43930.43
F00457,Karnataka,pomegranate,Zaid,2.75,2,Canal,15.85,2408.23,104968.73
F05092,Madhya Pradesh,rice,Kharif,11.93,24,Drip,19.15,3136.64,716595.21
F01080,Maharashtra,coffee,Rabi,4.59,0,Sprinkler,19.53,3107.91,278601.44
F01951,Karnataka,pomegranate,Kharif,4.82,9,Borewell,20.03,1139.1,109973.95
F05087,Andhra Pradesh,coconut,Rabi,4.94,5,Drip,18.68,1926.71,177795.26
F00690,Uttar Pradesh,pigeonpeas,Zaid,3.45,6,Canal,20.17,2973.78,206934.94
F02430,Tamil Nadu,pigeonpeas,Rabi,7.31,4,Canal,7.03,1658.31,85219.39
F00642,Haryana,cotton,Rabi,1.59,9,Canal,12.03,2577.78,49307.0
F02393,Uttar Pradesh,pomegranate,Kharif,3.94,16,Sprinkler,13.92,3891.42,213424.15
F02826,Haryana,mungbean,Rabi,1.87,13,Borewell,8.46,2525.17,39948.69
F01954,West Bengal,cotton,Kharif,3.24,15,Sprinkler,19.43,1054.68,66395.48
F02986,Bihar,coffee,Kharif,2.69,4,Rain-fed,20.34,1762.74,96447.61
F04086,Bihar,lentil,Zaid,1.0,0,Drip,8.24,2494.83,20557.4
F03740,Karnataka,rice,Kharif,2.83,11,Drip,20.3,2738.78,157340.17
F02711,Haryana,orange,Kharif,5.63,0,Drip,23.51,1613.55,213571.58
F04127,Madhya Pradesh,lentil,Kharif,2.41,30,Sprinkler,29.58,2667.86,190185.87
F04961,Gujarat,rice,Rabi,2.07,0,Drip,11.79,1972.02,48127.74
F03182,Gujarat,apple,Zaid,2.29,8,Borewell,21.93,2253.31,113160.55
F01885,Punjab,mungbean,Kharif,1.81,23,Rain-fed,16.64,2143.13,64547.65
F04856,Haryana,lentil,Zaid,1.5,12,Rain-fed,18.83,2136.04,60332.45
F00390,Andhra Pradesh,chickpea,Kharif,2.84,9,Borewell,23.03,1555.63,101746.29
F02495,Madhya Pradesh,kidneybeans,Rabi,3.3,30,Borewell,19.07,2281.81,143596.59
F04728,Maharashtra,maize,Zaid,3.18,7,Borewell,20.96,2915.79,194345.57
F04708,Haryana,cotton,Zaid,0.53,8,Drip,14.64,3712.05,28802.54
F00846,Gujarat,coconut,Rabi,0.59,21,Borewell,13.92,1166.32,9578.75
F00543,Bihar,banana,Kharif,3.76,22,Sprinkler,27.76,1465.95,153012.34
F00092,Andhra Pradesh,papaya,Kharif,1.29,13,Sprinkler,21.53,3066.98,85181.38
F04895,Madhya Pradesh,apple,Kharif,7.36,8,Sprinkler,14.73,3034.09,328934.19
F01980,Haryana,coffee,Zaid,1.36,16,Rain-fed,11.81,1467.86,23576.18
F03054,Karnataka,watermelon,Kharif,6.32,22,Rain-fed,16.66,1394.89,146869.64
F04258,Punjab,cotton,Kharif,0.59,13,Borewell,34.33,2397.06,48551.73
F04816,Tamil Nadu,orange,Rabi,0.84,7,Borewell,15.09,1719.15,21791.26
F02530,Tamil Nadu,coconut,Kharif,3.14,10,Drip,15.21,3572.54,170622.37
F01677,Maharashtra,apple,Rabi,5.24,17,Rain-fed,19.37,2092.38,212374.06
F01049,West Bengal,coffee,Kharif,0.27,4,Borewell,12.97,2373.9,8313.16
F01961,Tamil Nadu,papaya,Zaid,3.5,14,Drip,21.03,1903.47,140104.91
F02531,Haryana,mothbeans,Kharif,3.79,22,Drip,24.39,1877.09,173514.63
F03669,Rajasthan,mango,Kharif,0.25,16,Sprinkler,3.85,2790.76,2686.11
F00238,West Bengal,blackgram,Kharif,1.69,6,Borewell,10.39,1962.6,34461.49
F04704,Madhya Pradesh,watermelon,Rabi,1.81,15,Borewell,2.09,2277.56,8615.78
F04907,Rajasthan,pigeonpeas,Zaid,4.83,13,Sprinkler,7.52,1966.82,71438.05
F01134,Punjab,apple,Rabi,1.99,22,Sprinkler,25.76,1348.1,69106.84
F02881,Rajasthan,chickpea,Zaid,2.18,14,Borewell,8.22,1946.25,34876.02
F01806,Tamil Nadu,grapes,Rabi,2.44,5,Canal,12.93,2534.14,79950.09
F04675,Andhra Pradesh,pomegranate,Zaid,1.99,22,Rain-fed,20.45,2248.16,91490.0
F00164,Gujarat,coffee,Rabi,3.79,9,Rain-fed,18.11,1823.77,125177.92
F03802,Madhya Pradesh,pomegranate,Zaid,0.61,8,Drip,14.05,1973.86,16916.97
F04953,Madhya Pradesh,mango,Rabi,2.75,6,Borewell,15.34,1885.65,79546.15
F04901,Punjab,coconut,Rabi,4.4,7,Sprinkler,5.63,2633.81,65244.74
F03639,Haryana,jute,Zaid,1.27,10,Drip,13.64,3054.78,52917.34
F03758,Maharashtra,banana,Kharif,8.8,25,Sprinkler,18.51,1881.85,306530.78
F03483,Gujarat,watermelon,Kharif,3.65,15,Drip,22.38,2039.59,166607.99
F03957,Haryana,pomegranate,Rabi,4.77,4,Drip,21.64,1631.75,168433.8
F02002,Karnataka,kidneybeans,Kharif,11.35,21,Borewell,24.37,2134.31,590349.08
F01812,Uttar Pradesh,grapes,Rabi,4.01,10,Drip,20.11,1688.73,136181.04
F03387,Uttar Pradesh,watermelon,Zaid,4.22,15,Rain-fed,18.29,2761.43,213137.66
F02907,Punjab,banana,Kharif,1.7,6,Canal,14.88,1979.26,50067.36
F03429,Rajasthan,rice,Rabi,8.12,11,Borewell,13.08,2412.32,256211.54
F01429,Uttar Pradesh,mungbean,Zaid,5.23,13,Rain-fed,15.51,2748.39,222941.98
F03933,West Bengal,mango,Kharif,3.18,11,Sprinkler,15.63,2598.72,129165.22
F04473,Karnataka,pigeonpeas,Rabi,1.94,14,Sprinkler,10.99,2436.68,51951.48
F03700,Haryana,lentil,Zaid,2.9,12,Canal,21.73,1773.11,111736.07
F04644,Rajasthan,muskmelon,Rabi,1.85,0,Canal,25.17,2870.22,133650.36
F04838,West Bengal,maize,Zaid,2.34,15,Sprinkler,24.42,2694.84,153990.7
F04631,Rajasthan,maize,Rabi,4.69,7,Borewell,11.3,1547.07,81990.07
F01453,Gujarat,pomegranate,Kharif,0.88,15,Rain-fed,6.06,2424.79,12930.92
F00594,Rajasthan,pigeonpeas,Zaid,3.61,10,Drip,20.64,2037.36,151804.51
F02726,Karnataka,coconut,Kharif,5.09,19,Borewell,16.35,2424.41,201763.04
F00042,West Bengal,coconut,Zaid,0.76,10,Sprinkler,29.36,4117.21,91869.78
F00561,Uttar Pradesh,pigeonpeas,Rabi,1.46,20,Canal,22.94,2965.95,99336.78
F03188,Haryana,maize,Kharif,5.02,24,Rain-fed,18.49,2618.31,243031.01
F04199,Uttar Pradesh,coffee,Rabi,5.06,19,Borewell,16.23,3633.07,298361.51
F00244,West Bengal,coffee,Zaid,1.73,8,Sprinkler,18.33,3134.09,99384.81
F01340,Andhra Pradesh,coconut,Zaid,1.77,4,Canal,9.02,3640.26,58118.21
F03356,Haryana,grapes,Zaid,1.32,17,Sprinkler,18.05,2405.75,57319.4
F03216,Madhya Pradesh,coffee,Zaid,2.98,7,Sprinkler,30.69,3228.39,295256.28
F00406,Rajasthan,pomegranate,Zaid,1.77,6,Sprinkler,18.93,2188.14,73316.04
F01443,Punjab,papaya,Kharif,1.11,13,Rain-fed,11.29,1722.37,21584.57
F00262,Andhra Pradesh,apple,Kharif,9.57,4,Rain-fed,19.37,2706.88,501776.78
F03003,Bihar,cotton,Rabi,1.71,4,Rain-fed,14.34,2528.03,61990.83
F01690,Uttar Pradesh,chickpea,Rabi,1.86,14,Drip,21.45,1274.26,50839.15
F01726,Madhya Pradesh,jute,Rabi,2.17,23,Sprinkler,13.78,1141.69,34139.5
F01204,Karnataka,orange,Rabi,2.65,15,Sprinkler,17.42,1327.4,61276.77
F00835,Haryana,apple,Rabi,3.54,26,Canal,21.94,1581.33,122818.11
F01867,Madhya Pradesh,mango,Kharif,1.95,15,Borewell,7.18,2090.79,29273.15
F02497,Bihar,papaya,Rabi,4.61,0,Borewell,14.5,2122.78,141897.23
F03775,Madhya Pradesh,jute,Kharif,2.27,22,Canal,22.67,1568.41,80711.79
F02011,Bihar,maize,Zaid,3.41,9,Canal,13.29,2635.84,119453.37
F05165,Tamil Nadu,watermelon,Kharif,0.39,11,Sprinkler,13.92,2632.23,14289.85
F00341,Bihar,watermelon,Kharif,0.73,6,Borewell,25.49,1253.29,23320.84
F03249,Maharashtra,coconut,Kharif,14.48,22,Rain-fed,4.88,2930.54,207078.99
F01602,Andhra Pradesh,apple,Zaid,17.03,26,Sprinkler,9.26,1718.88,271063.59
F02797,West Bengal,apple,Zaid,1.56,11,Rain-fed,25.58,2455.24,97975.86
F04747,Maharashtra,pigeonpeas,Rabi,1.75,10,Canal,17.74,2034.31,63155.15
F04885,Punjab,rice,Zaid,5.5,8,Borewell,23.42,2173.02,279906.71
F00481,Karnataka,muskmelon,Zaid,1.85,23,Borewell,10.18,1162.52,21893.74
F03067,Maharashtra,mungbean,Zaid,4.5,11,Drip,16.07,2419.82,174989.28
F03845,Tamil Nadu,pigeonpeas,Zaid,4.37,32,Drip,25.35,1947.69,215764.12
F01524,Gujarat,kidneybeans,Rabi,10.14,16,Canal,23.5,2436.62,580622.18
F03698,West Bengal,coffee,Kharif,5.93,26,Sprinkler,17.79,2324.72,245245.64
F04622,Rajasthan,muskmelon,Zaid,0.58,10,Drip,21.14,1969.5,24148.43
F04826,Karnataka,coconut,Rabi,1.05,12,Rain-fed,19.68,1618.22,33438.9
F03316,Karnataka,papaya,Kharif,4.66,4,Drip,21.98,2525.46,258674.79
F00800,Bihar,mungbean,Zaid,6.38,27,Rain-fed,10.41,2054.44,136447.28
F01767,Karnataka,chickpea,Kharif,1.24,17,Borewell,26.83,2808.74,93444.53
F04657,Punjab,apple,Zaid,1.83,19,Rain-fed,6.02,1795.84,19784.05
F02454,Haryana,muskmelon,Kharif,0.51,22,Drip,14.05,1742.03,12482.52
F04790,West Bengal,maize,Rabi,6.2,25,Sprinkler,17.51,1962.92,213098.52
F04248,Rajasthan,lentil,Kharif,3.13,11,Rain-fed,21.61,2931.09,198256.88
F04221,Maharashtra,muskmelon,Kharif,1.26,6,Borewell,28.33,2193.26,78290.17
F04867,West Bengal,pomegranate,Kharif,5.04,14,Borewell,20.9,2168.83,228455.88
F04004,Punjab,mungbean,Kharif,2.69,20,Rain-fed,18.66,1742.43,87461.97
F01272,Punjab,mungbean,Kharif,5.08,13,Borewell,6.63,1760.74,59302.43
F03351,Maharashtra,apple,Zaid,1.96,10,Rain-fed,23.92,2224.98,104314.18
F04685,Bihar,pigeonpeas,Kharif,3.05,11,Borewell,26.71,855.21,69670.11
F04278,Maharashtra,pigeonpeas,Rabi,3.6,18,Borewell,17.98,2361.3,152842.23
F04312,Madhya Pradesh,lentil,Rabi,2.59,14,Sprinkler,14.34,1998.8,74236.63
F00348,Maharashtra,lentil,Rabi,1.07,11,Canal,18.21,2426.94,47288.2
F04158,Punjab,coffee,Rabi,7.47,12,Borewell,20.93,1721.5,269151.53
F04809,Maharashtra,papaya,Rabi,0.58,17,Sprinkler,18.88,2595.91,28426.25
F02563,Haryana,rice,Rabi,1.7,23,Sprinkler,11.84,2443.58,49184.38
F04774,Tamil Nadu,chickpea,Zaid,9.29,14,Canal,25.04,2166.03,503865.36
F01424,Madhya Pradesh,jute,Kharif,3.62,17,Canal,20.79,2053.24,154526.43
F00657,Gujarat,mango,Zaid,2.73,9,Borewell,10.05,1270.18,34849.29
F05136,Tamil Nadu,pigeonpeas,Zaid,8.2,13,Borewell,10.05,500.0,41205.0
F02103,Karnataka,lentil,Kharif,0.95,0,Sprinkler,7.45,2291.28,16216.53
F00633,Bihar,kidneybeans,Zaid,4.42,30,Rain-fed,13.43,3008.28,178573.31
F04671,Bihar,banana,Rabi,2.35,9,Drip,21.19,2988.75,148829.29
F02494,Tamil Nadu,orange,Rabi,5.98,31,Sprinkler,17.71,2644.17,280032.94
F02666,Madhya Pradesh,coffee,Zaid,2.73,6,Sprinkler,19.59,500.0,26740.35
F03948,Tamil Nadu,muskmelon,Kharif,4.2,21,Rain-fed,11.56,2132.01,103513.35
F03986,West Bengal,muskmelon,Zaid,2.46,0,Rain-fed,12.45,2628.2,80493.88
F04707,Punjab,mothbeans,Kharif,3.89,5,Sprinkler,18.81,2790.26,204165.84
F03371,Karnataka,blackgram,Kharif,1.77,21,Rain-fed,6.42,1924.63,21870.34
F04767,Punjab,kidneybeans,Rabi,6.46,14,Sprinkler,7.94,1570.54,80556.77
F02501,Rajasthan,pigeonpeas,Zaid,1.77,13,Drip,10.27,2616.57,47563.75
F01466,Punjab,jute,Zaid,3.76,10,Drip,26.87,1704.25,172182.42
F03076,Bihar,mungbean,Zaid,9.77,22,Sprinkler,11.63,1650.37,187523.46
F00116,Andhra Pradesh,mango,Rabi,1.53,26,Canal,20.52,1576.66,49500.19
F01822,Andhra Pradesh,watermelon,Kharif,2.04,14,Drip,5.35,2982.64,32552.53
F01495,West Bengal,coffee,Kharif,3.11,21,Rain-fed,21.99,1883.53,128812.54
F02402,Madhya Pradesh,muskmelon,Kharif,4.48,24,Canal,10.57,2478.37,117359.74
F01233,Rajasthan,apple,Zaid,3.44,15,Rain-fed,21.43,1073.92,79168.52
F02662,West Bengal,maize,Kharif,2.31,6,Canal,12.83,1370.95,40631.26
F02818,Tamil Nadu,rice,Kharif,3.9,14,Canal,32.86,2578.51,330446.37
F03120,Andhra Pradesh,watermelon,Zaid,5.91,17,Borewell,19.11,3026.88,341856.13
F04757,Maharashtra,orange,Zaid,4.87,14,Drip,8.73,2269.29,96479.09
F01154,Karnataka,coffee,Rabi,2.23,23,Rain-fed,20.52,3014.3,137933.16
F04525,Rajasthan,coconut,Kharif,5.19,2,Canal,18.43,1949.76,186497.86
F00058,Rajasthan,banana,Zaid,1.05,19,Borewell,19.6,2592.24,53348.3
F03699,Punjab,banana,Rabi,2.13,0,Borewell,16.61,2209.28,78162.78
F04463,West Bengal,watermelon,Zaid,1.32,1,Sprinkler,25.55,2333.94,78714.46
F05144,Gujarat,blackgram,Zaid,4.33,1,Canal,10.88,2997.05,141192.22
F01736,Punjab,maize,Kharif,7.11,35,Sprinkler,22.53,2307.42,369621.69
F02824,Punjab,chickpea,Kharif,2.57,16,Borewell,15.43,2558.7,101465.5
F02197,Madhya Pradesh,pigeonpeas,Kharif,5.09,23,Sprinkler,20.89,1470.28,156335.02
F03867,Maharashtra,rice,Zaid,2.48,21,Borewell,23.84,1580.04,93417.02
F02476,Rajasthan,cotton,Zaid,1.94,6,Rain-fed,35.43,2280.15,156724.29
F02565,Tamil Nadu,pomegranate,Kharif,3.88,19,Borewell,8.64,1259.64,42227.16
F03439,Punjab,orange,Kharif,2.52,20,Canal,14.03,1202.21,42504.86
F03214,Haryana,mango,Kharif,3.21,36,Borewell,13.31,2516.6,107521.99
F02609,Rajasthan,pigeonpeas,Rabi,1.47,22,Drip,16.02,2467.88,58117.09
F03979,Tamil Nadu,mungbean,Kharif,4.31,0,Drip,26.01,2643.8,296378.18
F00708,Punjab,pomegranate,Zaid,8.87,22,Sprinkler,15.36,3266.55,445045.22
F04455,Andhra Pradesh,mothbeans,Zaid,4.12,22,Sprinkler,18.11,2066.73,154205.34
F01094,Madhya Pradesh,rice,Rabi,1.12,10,Sprinkler,27.83,2506.2,78117.25
F03876,Rajasthan,chickpea,Zaid,3.89,23,Rain-fed,21.65,2548.8,214656.11
F01377,West Bengal,mothbeans,Rabi,2.26,4,Sprinkler,23.67,2900.74,155172.77
F05112,Haryana,orange,Zaid,0.25,6,Sprinkler,28.34,2554.45,18098.28
F00073,Karnataka,jute,Kharif,1.7,19,Sprinkler,20.46,2239.51,77894.64
F01923,Karnataka,muskmelon,Zaid,3.89,13,Canal,22.08,1580.06,135713.25
F03661,Karnataka,pomegranate,Kharif,6.52,37,Borewell,13.78,2106.97,189301.98
F01765,Uttar Pradesh,watermelon,Zaid,3.98,8,Sprinkler,23.2,3157.58,291558.31
F00744,Bihar,mothbeans,Rabi,3.05,9,Borewell,9.44,2984.32,85924.54
F03126,Andhra Pradesh,mango,Zaid,2.59,21,Rain-fed,14.3,2584.46,95720.65
F01006,Punjab,mango,Zaid,1.24,26,Rain-fed,11.93,2792.96,41316.82
F02669,Punjab,grapes,Rabi,2.26,19,Borewell,21.84,2773.63,136901.94
F01191,Gujarat,apple,Kharif,3.75,0,Borewell,18.9,2028.76,143788.36
F03472,Madhya Pradesh,banana,Kharif,2.86,11,Canal,19.89,2088.11,118782.97
F02602,Maharashtra,grapes,Kharif,0.79,13,Canal,20.86,2520.51,41536.49
F01126,Maharashtra,apple,Kharif,1.55,8,Rain-fed,20.59,2336.6,74571.42
F01242,Andhra Pradesh,grapes,Zaid,3.27,13,Sprinkler,7.53,2694.25,66340.79
F03665,Rajasthan,banana,Kharif,4.6,14,Borewell,11.14,2208.36,113165.2
F04300,Punjab,mango,Rabi,3.45,7,Sprinkler,16.56,821.97,46960.79
F04773,Tamil Nadu,rice,Kharif,4.73,8,Drip,22.58,2283.5,243885.56
F00999,Haryana,grapes,Rabi,3.98,25,Borewell,17.21,3350.2,229474.63
F03690,Madhya Pradesh,lentil,Zaid,3.48,0,Sprinkler,12.98,2978.4,134535.52
F02685,Punjab,chickpea,Zaid,1.19,8,Drip,15.58,1944.05,36043.08
F01578,Tamil Nadu,mungbean,Zaid,6.74,0,Rain-fed,16.56,1838.9,205247.72
F04986,Tamil Nadu,rice,Rabi,7.73,16,Sprinkler,17.14,1624.19,215192.51
F01827,Bihar,rice,Kharif,1.57,23,Rain-fed,16.81,2500.48,65991.92
F03584,Andhra Pradesh,orange,Zaid,1.19,9,Canal,20.48,2334.3,56889.69
F05189,Uttar Pradesh,pomegranate,Zaid,7.92,10,Drip,25.46,3390.42,683655.14
F03889,Andhra Pradesh,mothbeans,Zaid,2.83,30,Drip,22.85,2032.06,131404.18
F00441,West Bengal,lentil,Rabi,1.25,21,Drip,31.85,1458.81,58078.87
F05150,Andhra Pradesh,muskmelon,Kharif,1.13,21,Canal,7.11,1743.46,14007.48
F01101,Gujarat,maize,Kharif,2.76,14,Borewell,17.33,1003.42,47994.38
F02638,Rajasthan,pigeonpeas,Zaid,4.99,8,Rain-fed,14.17,2433.62,172077.13
F03648,Punjab,pomegranate,Zaid,1.94,13,Drip,29.7,2028.0,116849.3
F00650,Tamil Nadu,kidneybeans,Rabi,1.02,6,Drip,17.78,2488.14,45123.91
F01547,Karnataka,apple,Rabi,2.63,13,Rain-fed,18.49,1547.82,75268.47
