crop,temperature,humidity,rainfall,leaf_wetness_hours,risk_score,risk_level,disease_name
rice,25.13,84.07,132.31,13.77,0.647,Medium,Sheath Blight
pomegranate,31.24,52.98,204.76,8.95,0.479,Medium,Bacterial Blight
mango,25.24,64.57,308.59,7.16,0.582,Medium,Anthracnose
watermelon,24.52,85.83,65.56,9.27,0.624,Medium,Anthracnose
pigeonpeas,32.31,66.74,156.72,14.32,0.633,Medium,Fusarium Wilt
grapes,29.12,94.83,97.84,3.36,0.529,Medium,Downy Mildew
pomegranate,41.24,92.44,110.7,2.52,0.403,Medium,Fruit Rot
coconut,34.87,64.28,259.27,8.91,0.532,Medium,Leaf Blight
maize,28.18,85.46,62.49,3.22,0.461,Medium,Common Rust
kidneybeans,29.72,65.31,170.89,7.75,0.479,Medium,Angular Leaf Spot
papaya,28.52,64.82,98.23,7.41,0.482,Medium,Powdery Mildew
mango,37.48,73.31,2.16,4.5,0.373,Medium,Anthracnose
watermelon,26.47,94.54,134.56,9.12,0.627,Medium,Fusarium Wilt
cotton,18.58,86.62,135.3,4.83,0.591,Medium,Bacterial Blight
orange,29.55,85.72,28.12,3.95,0.52,Medium,Citrus Canker
papaya,21.79,93.69,36.31,6.34,0.552,Medium,Papaya Ring Spot Virus
apple,25.92,75.39,119.99,7.97,0.56,Medium,Apple Scab
kidneybeans,34.26,59.24,35.6,6.25,0.513,Medium,Bean Rust
pomegranate,29.4,73.14,99.31,13.64,0.592,Medium,Bacterial Blight
papaya,25.42,65.28,136.12,8.57,0.578,Medium,Papaya Ring Spot Virus
jute,27.47,61.86,54.42,12.49,0.475,Medium,Stem Rot
mungbean,28.57,80.02,196.68,5.69,0.669,High,Cercospora Leaf Spot
jute,33.1,62.89,99.15,8.25,0.548,Medium,Stem Rot
papaya,32.15,71.68,232.94,6.59,0.576,Medium,Powdery Mildew
muskmelon,30.59,77.25,69.65,12.15,0.582,Medium,Downy Mildew
watermelon,15.8,76.17,64.45,6.6,0.45,Medium,Anthracnose
muskmelon,29.32,82.66,98.02,4.51,0.495,Medium,Downy Mildew
kidneybeans,26.65,58.21,132.91,15.66,0.601,Medium,Bean Rust
muskmelon,23.89,69.54,82.03,3.83,0.538,Medium,Powdery Mildew
banana,26.54,63.88,273.13,7.48,0.679,High,Sigatoka Leaf Spot
banana,26.03,71.43,162.58,14.9,0.625,Medium,Sigatoka Leaf Spot
coffee,26.24,48.91,94.34,10.97,0.591,Medium,Berry Disease
kidneybeans,24.38,70.84,299.77,4.23,0.667,High,Angular Leaf Spot
grapes,25.78,91.17,58.68,5.11,0.681,High,Powdery Mildew
jute,24.77,66.05,77.39,9.86,0.486,Medium,Stem Rot
papaya,31.92,59.72,46.18,11.97,0.439,Medium,Powdery Mildew
apple,27.41,68.56,286.06,0.0,0.438,Medium,Fire Blight
muskmelon,28.86,91.0,321.35,2.74,0.669,High,Powdery Mildew
orange,21.51,75.65,139.77,8.93,0.498,Medium,Citrus Canker
mango,25.45,70.41,33.24,5.61,0.508,Medium,Powdery Mildew
papaya,34.5,60.18,14.92,9.94,0.458,Medium,Powdery Mildew
mothbeans,22.87,64.37,140.06,16.32,0.689,High,Yellow Mosaic Virus
mothbeans,26.07,85.25,400.0,5.06,0.642,Medium,Yellow Mosaic Virus
maize,27.63,68.0,64.4,2.65,0.502,Medium,Maize Leaf Blight
orange,35.91,62.68,10.77,5.16,0.396,Medium,Greening (HLB)
kidneybeans,28.73,94.43,258.15,6.79,0.653,High,Bean Rust
muskmelon,26.5,63.66,173.42,12.28,0.593,Medium,Downy Mildew
coffee,31.73,92.62,137.57,9.17,0.66,High,Berry Disease
pomegranate,21.86,58.79,88.93,2.2,0.403,Medium,Bacterial Blight
lentil,29.86,78.73,85.06,6.54,0.5,Medium,Wilt
grapes,34.3,61.44,94.01,8.4,0.468,Medium,Powdery Mildew
rice,21.66,74.34,215.9,2.31,0.502,Medium,Bacterial Leaf Blight
mungbean,20.12,85.17,67.22,2.39,0.464,Medium,Cercospora Leaf Spot
blackgram,29.31,69.11,43.87,3.88,0.503,Medium,Yellow Mosaic Virus
coffee,36.78,62.72,6.17,5.31,0.423,Medium,Berry Disease
watermelon,27.91,67.87,70.37,6.71,0.486,Medium,Anthracnose
kidneybeans,31.61,77.92,77.6,2.12,0.474,Medium,Angular Leaf Spot
mango,26.75,62.9,184.24,4.46,0.519,Medium,Anthracnose
maize,34.39,81.08,28.92,4.9,0.44,Medium,Gray Leaf Spot
chickpea,29.6,72.6,34.83,2.14,0.383,Medium,Fusarium Wilt
coffee,19.18,77.59,44.89,6.32,0.494,Medium,Coffee Leaf Rust
blackgram,24.36,69.8,154.04,9.59,0.666,High,Yellow Mosaic Virus
muskmelon,23.0,76.65,33.13,3.89,0.483,Medium,Downy Mildew
pigeonpeas,31.2,76.79,174.39,9.51,0.57,Medium,Fusarium Wilt
coffee,30.46,92.67,25.88,16.3,0.635,Medium,Coffee Leaf Rust
orange,27.28,69.99,262.04,9.12,0.531,Medium,Greening (HLB)
banana,33.7,59.7,218.87,7.11,0.503,Medium,Panama Wilt
coconut,25.61,90.64,54.89,5.71,0.505,Medium,Leaf Blight
blackgram,30.68,66.1,168.09,7.17,0.519,Medium,Yellow Mosaic Virus
pomegranate,31.37,73.9,366.78,11.32,0.697,High,Bacterial Blight
pomegranate,24.12,60.29,94.86,4.59,0.443,Medium,Bacterial Blight
mango,27.15,66.89,23.28,5.79,0.57,Medium,Anthracnose
muskmelon,32.73,70.66,143.89,4.28,0.443,Medium,Downy Mildew
blackgram,21.35,54.33,75.62,7.85,0.454,Medium,Yellow Mosaic Virus
chickpea,28.64,71.93,74.78,4.78,0.459,Medium,Ascochyta Blight
mango,24.75,90.05,26.96,5.55,0.579,Medium,Powdery Mildew
pomegranate,26.9,72.04,20.98,8.83,0.476,Medium,Fruit Rot
banana,27.52,68.94,103.65,2.99,0.586,Medium,Sigatoka Leaf Spot
rice,25.12,73.39,26.83,6.93,0.508,Medium,Sheath Blight
blackgram,35.47,60.3,115.0,8.56,0.54,Medium,Leaf Crinkle
mungbean,34.59,74.67,198.42,8.47,0.612,Medium,Yellow Mosaic Virus
mango,37.77,71.25,171.83,11.45,0.536,Medium,Powdery Mildew
maize,28.82,66.29,79.8,3.9,0.434,Medium,Common Rust
orange,20.81,74.32,150.87,4.46,0.595,Medium,Greening (HLB)
kidneybeans,24.0,82.08,167.14,6.03,0.468,Medium,Angular Leaf Spot
papaya,33.21,77.19,296.67,16.47,0.769,High,Papaya Ring Spot Virus
coconut,29.33,82.87,86.59,17.9,0.63,Medium,Bud Rot
coffee,23.83,76.29,109.45,9.34,0.519,Medium,Coffee Leaf Rust
pigeonpeas,24.08,68.93,355.95,9.7,0.687,High,Fusarium Wilt
pigeonpeas,17.93,66.23,79.85,14.52,0.554,Medium,Sterility Mosaic
mango,32.49,82.75,102.3,9.93,0.69,High,Anthracnose
blackgram,25.96,71.07,43.84,13.64,0.528,Medium,Leaf Crinkle
chickpea,22.37,89.72,157.25,12.76,0.644,Medium,Fusarium Wilt
kidneybeans,37.09,77.13,400.0,8.09,0.601,Medium,Angular Leaf Spot
banana,20.56,88.14,45.62,10.21,0.604,Medium,Panama Wilt
maize,25.01,79.47,179.7,15.11,0.708,High,Maize Leaf Blight
lentil,24.56,73.32,135.09,14.13,0.582,Medium,Rust
mothbeans,26.35,69.08,200.35,6.2,0.576,Medium,Powdery Mildew
mango,29.97,100.0,8.66,6.58,0.645,Medium,Anthracnose
banana,25.74,81.84,56.61,10.93,0.615,Medium,Sigatoka Leaf Spot
rice,31.36,77.68,162.35,9.16,0.625,Medium,Rice Blast
pomegranate,32.54,94.85,8.52,8.35,0.61,Medium,Bacterial Blight
coconut,27.11,73.48,102.62,9.22,0.636,Medium,Leaf Blight
apple,19.61,87.98,105.39,16.53,0.73,High,Fire Blight
apple,27.53,85.6,50.68,6.22,0.541,Medium,Fire Blight
mothbeans,20.35,53.32,83.29,14.07,0.441,Medium,Yellow Mosaic Virus
pigeonpeas,37.75,72.36,153.73,6.58,0.48,Medium,Fusarium Wilt
pomegranate,24.88,71.83,108.36,8.75,0.54,Medium,Bacterial Blight
blackgram,31.85,65.43,63.41,5.37,0.381,Medium,Yellow Mosaic Virus
kidneybeans,23.12,88.12,72.07,6.29,0.42,Medium,Angular Leaf Spot
pomegranate,17.99,77.5,58.62,5.93,0.429,Medium,Bacterial Blight
pigeonpeas,18.3,80.54,68.98,10.36,0.606,Medium,Sterility Mosaic
watermelon,26.02,78.63,97.27,8.19,0.569,Medium,Anthracnose
mango,32.62,87.63,133.17,13.98,0.654,High,Powdery Mildew
blackgram,30.05,83.7,54.57,3.87,0.489,Medium,Leaf Crinkle
mothbeans,25.43,83.54,134.94,7.14,0.572,Medium,Powdery Mildew
blackgram,23.95,90.32,181.71,3.28,0.564,Medium,Leaf Crinkle
apple,19.77,64.44,136.0,5.83,0.48,Medium,Apple Scab
maize,31.04,68.27,25.83,5.85,0.432,Medium,Common Rust
kidneybeans,11.34,79.59,82.44,6.15,0.511,Medium,Bean Rust
cotton,26.28,74.37,38.06,3.14,0.452,Medium,Bacterial Blight
kidneybeans,26.76,97.97,80.02,8.16,0.654,High,Angular Leaf Spot
banana,31.0,50.2,66.48,10.04,0.555,Medium,Panama Wilt
mungbean,25.96,78.34,46.17,2.51,0.478,Medium,Yellow Mosaic Virus
lentil,23.24,78.24,133.47,1.37,0.502,Medium,Rust
watermelon,21.12,74.63,50.12,10.73,0.572,Medium,Anthracnose
pomegranate,32.97,54.14,56.28,15.32,0.64,Medium,Bacterial Blight
coffee,24.63,87.58,52.18,8.84,0.58,Medium,Berry Disease
cotton,21.62,79.0,81.35,4.61,0.441,Medium,Leaf Curl Virus
kidneybeans,33.85,75.51,76.16,9.81,0.57,Medium,Bean Rust
coconut,20.16,70.01,91.24,1.23,0.435,Medium,Bud Rot
pigeonpeas,27.24,89.17,6.98,6.66,0.502,Medium,Fusarium Wilt
apple,24.63,69.11,129.19,3.39,0.391,Medium,Apple Scab
muskmelon,27.13,62.97,144.8,7.91,0.66,High,Downy Mildew
chickpea,26.81,56.02,165.07,10.88,0.637,Medium,Fusarium Wilt
coffee,32.57,76.92,86.19,0.93,0.442,Medium,Coffee Leaf Rust
pomegranate,32.11,74.29,16.11,4.17,0.426,Medium,Fruit Rot
papaya,23.76,51.04,41.04,5.19,0.339,Low,Healthy
coconut,28.32,52.98,252.51,6.06,0.462,Medium,Leaf Blight
watermelon,24.79,76.31,108.24,8.71,0.516,Medium,Anthracnose
coconut,21.66,83.5,35.66,7.82,0.521,Medium,Leaf Blight
pomegranate,31.02,77.73,165.08,8.93,0.582,Medium,Fruit Rot
mungbean,24.99,76.17,70.74,12.41,0.574,Medium,Yellow Mosaic Virus
chickpea,21.78,67.58,39.36,8.88,0.5,Medium,Fusarium Wilt
chickpea,25.84,72.86,153.73,6.89,0.585,Medium,Ascochyta Blight
muskmelon,20.56,57.69,219.41,5.33,0.543,Medium,Powdery Mildew
apple,25.28,64.01,193.33,4.79,0.465,Medium,Fire Blight
maize,37.93,78.33,142.48,2.85,0.549,Medium,Maize Leaf Blight
muskmelon,25.18,92.98,400.0,9.18,0.832,High,Downy Mildew
apple,29.64,81.29,57.56,15.44,0.776,High,Apple Scab
maize,28.49,83.11,39.5,7.53,0.639,Medium,Maize Leaf Blight
blackgram,26.08,70.3,237.72,2.42,0.58,Medium,Leaf Crinkle
rice,24.97,51.76,77.83,7.24,0.394,Medium,Sheath Blight
jute,24.93,87.89,99.99,9.46,0.577,Medium,Anthracnose
lentil,26.51,65.68,38.53,17.72,0.594,Medium,Wilt
mungbean,26.16,49.32,88.95,7.48,0.422,Medium,Cercospora Leaf Spot
banana,25.63,69.38,115.75,6.35,0.5,Medium,Panama Wilt
papaya,22.06,93.7,73.65,13.17,0.664,High,Papaya Ring Spot Virus
muskmelon,33.08,77.16,231.58,17.94,0.738,High,Powdery Mildew
mungbean,18.4,81.48,55.2,13.27,0.571,Medium,Yellow Mosaic Virus
kidneybeans,21.43,63.2,62.42,6.71,0.423,Medium,Angular Leaf Spot
cotton,25.77,72.14,141.66,2.14,0.517,Medium,Leaf Curl Virus
chickpea,36.39,84.51,75.85,2.88,0.494,Medium,Ascochyta Blight
rice,24.28,75.17,163.55,6.46,0.612,Medium,Rice Blast
pomegranate,31.49,72.56,104.42,11.83,0.594,Medium,Fruit Rot
orange,28.37,84.58,166.83,8.41,0.62,Medium,Greening (HLB)
grapes,25.85,98.27,204.45,14.21,0.726,High,Powdery Mildew
coconut,28.89,81.08,42.26,5.86,0.446,Medium,Bud Rot
chickpea,29.28,78.37,103.62,11.74,0.656,High,Ascochyta Blight
coffee,34.63,98.67,16.21,7.55,0.561,Medium,Berry Disease
chickpea,23.29,58.75,75.37,0.51,0.322,Low,Healthy
coconut,27.96,52.21,396.34,10.61,0.637,Medium,Bud Rot
coffee,33.21,66.96,95.85,6.33,0.467,Medium,Coffee Leaf Rust
pomegranate,31.58,82.57,341.11,7.38,0.666,High,Bacterial Blight
jute,23.41,59.14,377.88,7.23,0.723,High,Anthracnose
apple,30.71,78.5,9.91,6.08,0.475,Medium,Fire Blight
grapes,39.96,85.05,36.68,13.48,0.55,Medium,Powdery Mildew
lentil,31.33,69.03,177.8,5.15,0.486,Medium,Rust
coffee,31.48,47.11,90.56,7.74,0.434,Medium,Berry Disease
pomegranate,19.82,90.47,135.92,8.92,0.603,Medium,Bacterial Blight
jute,26.85,76.09,50.36,10.28,0.646,Medium,Stem Rot
maize,31.24,91.53,99.83,5.19,0.6,Medium,Gray Leaf Spot
kidneybeans,28.08,72.27,97.13,10.44,0.574,Medium,Bean Rust
blackgram,28.5,62.74,143.1,13.22,0.619,Medium,Leaf Crinkle
maize,23.51,64.61,18.97,6.58,0.33,Low,Healthy
mango,26.62,66.98,179.15,8.97,0.585,Medium,Powdery Mildew
muskmelon,24.11,87.75,98.58,13.45,0.593,Medium,Downy Mildew
cotton,30.78,72.04,135.42,8.87,0.674,High,Leaf Curl Virus
pigeonpeas,27.11,84.28,160.66,2.53,0.646,Medium,Sterility Mosaic
grapes,29.69,61.78,167.88,10.76,0.718,High,Downy Mildew
pomegranate,23.6,92.11,131.96,6.91,0.613,Medium,Fruit Rot
coconut,14.65,54.77,98.63,3.05,0.458,Medium,Bud Rot
mothbeans,30.02,43.73,82.5,6.36,0.409,Medium,Yellow Mosaic Virus
lentil,29.97,80.85,50.99,6.85,0.492,Medium,Wilt
jute,27.02,69.41,61.53,11.43,0.539,Medium,Stem Rot
orange,23.69,60.65,45.01,0.0,0.333,Low,Healthy
apple,27.65,70.91,131.75,7.33,0.504,Medium,Apple Scab
coconut,21.08,87.13,145.26,13.11,0.683,High,Leaf Blight
muskmelon,26.24,82.42,130.43,3.61,0.559,Medium,Powdery Mildew
coffee,26.86,74.27,63.82,7.29,0.528,Medium,Berry Disease
pigeonpeas,22.22,88.75,109.46,7.82,0.521,Medium,Fusarium Wilt
muskmelon,35.41,82.37,196.12,10.93,0.625,Medium,Powdery Mildew
muskmelon,21.7,77.9,126.47,7.63,0.489,Medium,Downy Mildew
mothbeans,28.04,63.96,82.95,3.14,0.408,Medium,Yellow Mosaic Virus
banana,28.63,52.14,18.08,3.28,0.38,Medium,Sigatoka Leaf Spot
watermelon,20.74,67.47,131.65,12.61,0.608,Medium,Anthracnose
orange,25.93,54.34,140.16,12.86,0.528,Medium,Citrus Canker
cotton,24.34,71.87,11.66,2.52,0.457,Medium,Leaf Curl Virus
mothbeans,27.55,54.78,163.9,15.4,0.667,High,Yellow Mosaic Virus
kidneybeans,27.14,71.35,76.67,1.42,0.474,Medium,Bean Rust
pomegranate,28.56,62.41,40.13,11.73,0.469,Medium,Fruit Rot
banana,37.8,77.04,160.91,2.7,0.52,Medium,Sigatoka Leaf Spot
papaya,24.07,77.17,117.14,3.57,0.419,Medium,Powdery Mildew
cotton,31.16,50.8,78.22,10.44,0.451,Medium,Bacterial Blight
mothbeans,22.88,73.67,168.37,4.67,0.564,Medium,Powdery Mildew
watermelon,27.92,69.13,21.56,9.39,0.501,Medium,Anthracnose
kidneybeans,22.65,96.09,39.57,10.28,0.518,Medium,Bean Rust
muskmelon,18.2,66.46,45.37,11.68,0.451,Medium,Powdery Mildew
chickpea,22.32,64.12,140.02,0.46,0.443,Medium,Ascochyta Blight
rice,26.89,56.25,118.79,9.17,0.441,Medium,Bacterial Leaf Blight
mungbean,33.27,64.82,113.13,13.53,0.584,Medium,Cercospora Leaf Spot
lentil,28.11,72.36,131.55,10.73,0.587,Medium,Wilt
kidneybeans,32.55,68.97,57.79,12.63,0.604,Medium,Angular Leaf Spot
chickpea,36.25,70.78,172.93,13.11,0.67,High,Fusarium Wilt
muskmelon,27.33,95.44,54.64,6.78,0.553,Medium,Downy Mildew
blackgram,19.27,100.0,263.76,5.3,0.656,High,Leaf Crinkle
rice,27.55,100.0,26.76,8.6,0.638,Medium,Rice Blast
apple,17.65,72.74,195.68,8.97,0.562,Medium,Apple Scab
watermelon,24.1,77.3,44.45,6.86,0.523,Medium,Anthracnose
cotton,17.03,68.75,23.94,4.89,0.319,Low,Healthy
mango,24.56,73.61,41.38,7.98,0.599,Medium,Powdery Mildew
chickpea,30.43,95.67,113.84,14.03,0.747,High,Fusarium Wilt
kidneybeans,28.16,85.2,64.22,6.48,0.511,Medium,Bean Rust
mothbeans,20.25,81.33,15.83,8.64,0.511,Medium,Yellow Mosaic Virus
coffee,28.1,83.51,28.6,9.66,0.623,Medium,Berry Disease
chickpea,18.48,86.12,81.67,9.64,0.594,Medium,Fusarium Wilt
orange,23.94,87.56,104.42,10.76,0.645,Medium,Citrus Canker
jute,32.58,91.0,33.35,2.65,0.519,Medium,Anthracnose
coconut,22.5,76.05,93.88,7.94,0.576,Medium,Bud Rot
mango,28.54,62.35,223.8,14.7,0.676,High,Anthracnose
grapes,29.72,87.72,127.48,5.36,0.604,Medium,Powdery Mildew
grapes,28.66,74.25,115.04,9.71,0.595,Medium,Powdery Mildew
jute,30.77,78.08,79.63,11.66,0.612,Medium,Stem Rot
blackgram,32.94,74.33,43.65,1.82,0.394,Medium,Yellow Mosaic Virus
banana,28.09,72.25,400.0,10.19,0.672,High,Sigatoka Leaf Spot
chickpea,29.67,58.85,83.53,3.45,0.375,Medium,Fusarium Wilt
muskmelon,19.48,73.05,322.83,11.61,0.625,Medium,Powdery Mildew
chickpea,28.43,70.43,255.25,8.38,0.721,High,Ascochyta Blight
coconut,33.3,65.72,16.85,8.28,0.39,Medium,Bud Rot
orange,26.97,47.75,197.68,4.27,0.516,Medium,Citrus Canker
pomegranate,20.44,57.49,50.58,6.38,0.408,Medium,Fruit Rot
muskmelon,24.33,70.51,400.0,4.71,0.619,Medium,Powdery Mildew
lentil,22.92,75.43,102.9,15.94,0.629,Medium,Rust
muskmelon,27.59,61.71,280.0,8.54,0.614,Medium,Powdery Mildew
muskmelon,40.81,76.56,245.01,12.08,0.626,Medium,Powdery Mildew
mothbeans,33.5,73.67,46.96,1.89,0.348,Low,Healthy
watermelon,24.08,75.74,10.58,6.19,0.494,Medium,Fusarium Wilt
kidneybeans,19.99,66.0,266.76,7.7,0.607,Medium,Bean Rust
chickpea,32.24,65.87,150.81,3.26,0.519,Medium,Ascochyta Blight
mothbeans,23.38,74.79,47.68,5.86,0.521,Medium,Yellow Mosaic Virus
banana,27.11,73.26,150.38,8.58,0.589,Medium,Sigatoka Leaf Spot
blackgram,22.21,89.38,74.45,8.05,0.606,Medium,Leaf Crinkle
mango,29.4,79.1,128.19,3.54,0.501,Medium,Anthracnose
lentil,23.93,95.65,86.38,5.06,0.575,Medium,Wilt
pomegranate,28.78,89.23,340.83,1.06,0.62,Medium,Bacterial Blight
blackgram,24.36,62.26,106.79,8.51,0.483,Medium,Yellow Mosaic Virus
mungbean,23.87,75.77,18.24,11.33,0.53,Medium,Cercospora Leaf Spot
kidneybeans,37.49,53.86,75.51,2.21,0.374,Medium,Angular Leaf Spot
coffee,23.89,64.24,96.04,11.24,0.542,Medium,Coffee Leaf Rust
lentil,24.99,80.28,229.4,4.95,0.651,High,Wilt
cotton,34.37,73.92,229.3,12.76,0.662,High,Bacterial Blight
orange,31.6,64.57,189.71,5.57,0.507,Medium,Greening (HLB)
cotton,32.54,68.9,131.71,0.1,0.423,Medium,Bacterial Blight
coffee,25.49,70.8,123.6,10.27,0.607,Medium,Berry Disease
kidneybeans,23.87,66.78,107.86,17.15,0.559,Medium,Bean Rust
chickpea,21.8,57.04,245.62,6.1,0.454,Medium,Ascochyta Blight
lentil,31.59,70.96,228.91,13.74,0.683,High,Wilt
papaya,41.25,65.8,200.06,11.09,0.575,Medium,Powdery Mildew
grapes,26.8,56.75,121.79,9.25,0.52,Medium,Downy Mildew
coconut,19.81,81.25,199.36,5.17,0.56,Medium,Leaf Blight
mungbean,26.72,57.85,137.01,10.12,0.568,Medium,Yellow Mosaic Virus
coconut,35.64,50.57,228.81,8.95,0.573,Medium,Bud Rot
papaya,28.77,53.77,57.41,10.52,0.511,Medium,Powdery Mildew
watermelon,32.59,95.55,73.5,8.86,0.633,Medium,Anthracnose
pigeonpeas,24.26,72.69,93.12,0.0,0.408,Medium,Sterility Mosaic
blackgram,36.21,84.46,60.6,9.23,0.606,Medium,Yellow Mosaic Virus
coffee,29.76,68.44,3.0,8.89,0.484,Medium,Coffee Leaf Rust
mothbeans,29.4,45.79,164.28,0.58,0.42,Medium,Yellow Mosaic Virus
muskmelon,22.74,86.74,61.48,14.57,0.594,Medium,Downy Mildew
papaya,28.08,70.53,52.76,10.63,0.616,Medium,Powdery Mildew
jute,28.19,74.4,141.04,3.17,0.548,Medium,Anthracnose
blackgram,28.59,73.84,151.45,0.82,0.474,Medium,Leaf Crinkle
coconut,28.27,83.15,115.29,14.41,0.677,High,Leaf Blight
pigeonpeas,27.32,95.2,152.27,7.87,0.711,High,Fusarium Wilt
apple,25.31,72.43,22.63,10.01,0.528,Medium,Apple Scab
mothbeans,29.7,76.79,79.55,11.3,0.557,Medium,Powdery Mildew
jute,18.44,59.9,214.33,4.89,0.463,Medium,Stem Rot
maize,30.7,61.06,44.99,11.88,0.576,Medium,Maize Leaf Blight
mango,27.58,75.11,68.54,8.95,0.597,Medium,Powdery Mildew
orange,32.15,92.45,27.27,0.0,0.5,Medium,Citrus Canker
mungbean,16.32,66.9,148.72,8.72,0.482,Medium,Yellow Mosaic Virus
jute,22.08,77.27,73.72,13.49,0.592,Medium,Stem Rot
coconut,20.68,83.14,17.2,2.87,0.463,Medium,Bud Rot
banana,25.36,62.52,15.34,10.81,0.561,Medium,Sigatoka Leaf Spot
apple,28.7,65.11,56.82,11.33,0.574,Medium,Fire Blight
mango,27.42,67.55,40.75,11.09,0.613,Medium,Powdery Mildew
grapes,34.53,74.2,128.2,8.64,0.551,Medium,Downy Mildew
mothbeans,29.83,94.5,115.41,0.02,0.498,Medium,Yellow Mosaic Virus
chickpea,24.87,75.3,148.2,11.9,0.601,Medium,Fusarium Wilt
orange,20.93,82.88,203.34,3.26,0.539,Medium,Citrus Canker
mango,20.69,69.69,134.86,4.77,0.469,Medium,Powdery Mildew
kidneybeans,29.01,22.33,161.82,0.02,0.374,Medium,Angular Leaf Spot
pigeonpeas,26.46,66.06,132.6,8.06,0.574,Medium,Sterility Mosaic
kidneybeans,30.36,76.75,400.0,10.84,0.748,High,Angular Leaf Spot
mothbeans,27.4,93.1,215.16,7.21,0.529,Medium,Powdery Mildew
chickpea,28.78,71.35,138.72,8.05,0.593,Medium,Ascochyta Blight
pigeonpeas,29.58,70.3,49.88,5.85,0.481,Medium,Fusarium Wilt
pigeonpeas,20.85,83.0,85.53,10.22,0.484,Medium,Fusarium Wilt
coffee,24.86,95.39,69.76,15.67,0.61,Medium,Coffee Leaf Rust
watermelon,24.22,59.5,19.2,11.76,0.471,Medium,Anthracnose
pomegranate,28.69,71.92,70.22,8.98,0.565,Medium,Bacterial Blight
papaya,18.68,82.72,149.26,12.13,0.659,High,Powdery Mildew
rice,29.62,78.32,104.27,9.84,0.62,Medium,Bacterial Leaf Blight
watermelon,33.16,77.63,213.62,17.57,0.698,High,Anthracnose
blackgram,27.34,60.66,78.81,8.3,0.516,Medium,Leaf Crinkle
grapes,29.07,90.0,19.4,11.96,0.659,High,Powdery Mildew
coffee,28.36,88.64,16.77,9.82,0.54,Medium,Coffee Leaf Rust
apple,33.37,97.07,102.93,10.59,0.637,Medium,Fire Blight
mango,30.79,80.75,112.09,0.0,0.445,Medium,Anthracnose
coconut,22.95,58.27,62.21,0.81,0.351,Medium,Bud Rot
pigeonpeas,20.93,68.67,128.41,8.14,0.557,Medium,Fusarium Wilt
cotton,28.7,100.0,169.22,11.09,0.596,Medium,Bacterial Blight
muskmelon,28.21,60.58,98.72,3.08,0.393,Medium,Downy Mildew
apple,28.43,83.07,146.47,9.12,0.686,High,Fire Blight
coconut,24.83,77.3,151.64,4.25,0.629,Medium,Bud Rot
banana,13.22,65.52,400.0,14.56,0.667,High,Sigatoka Leaf Spot
coffee,29.05,85.55,101.9,7.74,0.515,Medium,Coffee Leaf Rust
kidneybeans,24.2,95.91,125.75,6.95,0.742,High,Bean Rust
pigeonpeas,23.4,72.51,51.88,1.58,0.35,Medium,Sterility Mosaic
rice,13.74,58.46,15.1,3.22,0.395,Medium,Sheath Blight
jute,26.55,84.08,88.43,9.93,0.641,Medium,Anthracnose
lentil,31.27,93.7,87.81,7.9,0.677,High,Wilt
lentil,24.5,68.25,86.24,15.82,0.658,High,Rust
cotton,16.53,85.73,64.8,6.94,0.509,Medium,Leaf Curl Virus
coffee,28.54,65.51,245.21,9.76,0.591,Medium,Berry Disease
lentil,33.46,87.23,9.65,2.88,0.486,Medium,Rust
grapes,30.95,66.9,157.82,5.16,0.482,Medium,Powdery Mildew
mothbeans,30.64,58.58,248.03,7.64,0.555,Medium,Powdery Mildew
orange,23.69,75.63,38.69,2.56,0.398,Medium,Citrus Canker
rice,18.16,76.31,214.91,0.0,0.466,Medium,Sheath Blight
papaya,28.96,63.67,186.58,10.19,0.603,Medium,Papaya Ring Spot Virus
banana,24.95,73.82,140.28,3.62,0.545,Medium,Sigatoka Leaf Spot
blackgram,26.7,67.46,66.87,6.93,0.512,Medium,Yellow Mosaic Virus
muskmelon,13.87,51.84,150.41,4.59,0.388,Medium,Powdery Mildew
cotton,21.31,74.65,64.67,13.74,0.602,Medium,Bacterial Blight
mothbeans,29.58,58.59,114.19,10.18,0.567,Medium,Powdery Mildew
lentil,29.72,82.04,65.63,7.27,0.518,Medium,Rust
chickpea,23.48,92.18,188.18,15.18,0.662,High,Ascochyta Blight
pigeonpeas,23.97,87.61,310.24,7.23,0.705,High,Sterility Mosaic
orange,29.4,73.64,75.3,7.44,0.552,Medium,Citrus Canker
orange,30.83,100.0,95.85,17.6,0.767,High,Citrus Canker
blackgram,33.29,79.52,66.85,9.52,0.518,Medium,Yellow Mosaic Virus
banana,32.48,85.86,111.01,2.14,0.546,Medium,Panama Wilt
muskmelon,23.82,56.71,109.78,3.2,0.429,Medium,Powdery Mildew
pigeonpeas,36.16,54.28,189.31,6.68,0.399,Medium,Fusarium Wilt
coconut,27.76,57.96,93.32,6.54,0.499,Medium,Bud Rot
pomegranate,28.71,80.18,151.09,4.14,0.589,Medium,Fruit Rot
coffee,26.6,87.89,182.16,8.76,0.736,High,Coffee Leaf Rust
maize,25.02,76.36,168.62,11.99,0.591,Medium,Maize Leaf Blight
banana,29.67,74.62,66.13,6.73,0.472,Medium,Panama Wilt
pomegranate,33.2,74.29,89.8,0.0,0.424,Medium,Bacterial Blight
jute,23.76,71.42,215.85,11.48,0.605,Medium,Anthracnose
banana,24.35,63.17,233.71,15.77,0.703,High,Panama Wilt
